Date,Item_Name,Day_of_Week,Local_Temperature,Is_Flu_Season,Quantity_Dispensed
2024-08-16,Bandages,4,23.9,0,8
2024-08-16,Cough Syrup,4,23.9,0,7
2024-08-16,Flu Vaccines,4,23.9,0,7
2024-08-16,Paracetamol,4,23.9,0,24
2024-08-17,Amoxicillin,5,36.2,0,15
2024-08-17,Bandages,5,36.2,0,5
2024-08-17,Cough Syrup,5,36.2,0,8
2024-08-17,Flu Vaccines,5,36.2,0,2
2024-08-17,Paracetamol,5,36.2,0,30
2024-08-18,Amoxicillin,6,33.1,0,2
2024-08-18,Bandages,6,33.1,0,1
2024-08-18,Cough Syrup,6,33.1,0,1
2024-08-18,Flu Vaccines,6,33.1,0,0
2024-08-18,Paracetamol,6,33.1,0,4
2024-08-19,Amoxicillin,0,32.8,0,19
2024-08-19,Bandages,0,32.8,0,7
2024-08-19,Cough Syrup,0,32.8,0,5
2024-08-19,Flu Vaccines,0,32.8,0,4
2024-08-19,Paracetamol,0,32.8,0,30
2024-08-20,Amoxicillin,1,27.1,0,5
2024-08-20,Bandages,1,27.1,0,9
2024-08-20,Cough Syrup,1,27.1,0,16
2024-08-20,Flu Vaccines,1,27.1,0,1
2024-08-20,Paracetamol,1,27.1,0,29
2024-08-21,Amoxicillin,2,25.9,0,24
2024-08-21,Bandages,2,25.9,0,5
2024-08-21,Cough Syrup,2,25.9,0,9
2024-08-21,Flu Vaccines,2,25.9,0,3
2024-08-21,Paracetamol,2,25.9,0,42
2024-08-22,Amoxicillin,3,28.5,0,20
2024-08-22,Bandages,3,28.5,0,4
2024-08-22,Cough Syrup,3,28.5,0,8
2024-08-22,Flu Vaccines,3,28.5,0,5
2024-08-22,Paracetamol,3,28.5,0,48
2024-08-23,Amoxicillin,4,30.6,0,6
2024-08-23,Bandages,4,30.6,0,3
2024-08-23,Cough Syrup,4,30.6,0,8
2024-08-23,Flu Vaccines,4,30.6,0,1
2024-08-23,Paracetamol,4,30.6,0,33
2024-08-24,Amoxicillin,5,32.1,0,7
2024-08-24,Bandages,5,32.1,0,7
2024-08-24,Cough Syrup,5,32.1,0,5
2024-08-24,Flu Vaccines,5,32.1,0,0
2024-08-24,Paracetamol,5,32.1,0,10
2024-08-25,Amoxicillin,6,36.6,0,2
2024-08-25,Bandages,6,36.6,0,1
2024-08-25,Cough Syrup,6,36.6,0,1
2024-08-25,Flu Vaccines,6,36.6,0,0
2024-08-25,Paracetamol,6,36.6,0,4
2024-08-26,Amoxicillin,0,33.1,0,21
2024-08-26,Bandages,0,33.1,0,5
2024-08-26,Cough Syrup,0,33.1,0,6
2024-08-26,Flu Vaccines,0,33.1,0,1
2024-08-26,Paracetamol,0,33.1,0,28
2024-08-27,Amoxicillin,1,29.1,0,16
2024-08-27,Bandages,1,29.1,0,7
2024-08-27,Cough Syrup,1,29.1,0,15
2024-08-27,Flu Vaccines,1,29.1,0,0
2024-08-27,Paracetamol,1,29.1,0,39
2024-08-28,Amoxicillin,2,29.9,0,11
2024-08-28,Bandages,2,29.9,0,7
2024-08-28,Cough Syrup,2,29.9,0,12
2024-08-28,Flu Vaccines,2,29.9,0,3
2024-08-28,Paracetamol,2,29.9,0,5
2024-08-29,Amoxicillin,3,30.3,0,17
2024-08-29,Bandages,3,30.3,0,4
2024-08-29,Cough Syrup,3,30.3,0,13
2024-08-29,Flu Vaccines,3,30.3,0,0
2024-08-29,Paracetamol,3,30.3,0,14
2024-08-30,Amoxicillin,4,31.2,0,8
2024-08-30,Bandages,4,31.2,0,11
2024-08-30,Cough Syrup,4,31.2,0,3
2024-08-30,Flu Vaccines,4,31.2,0,1
2024-08-30,Paracetamol,4,31.2,0,34
2024-08-31,Amoxicillin,5,27.1,0,6
2024-08-31,Bandages,5,27.1,0,4
2024-08-31,Cough Syrup,5,27.1,0,3
2024-08-31,Flu Vaccines,5,27.1,0,2
2024-08-31,Paracetamol,5,27.1,0,19
2024-09-01,Amoxicillin,6,22.6,0,3
2024-09-01,Bandages,6,22.6,0,1
2024-09-01,Cough Syrup,6,22.6,0,1
2024-09-01,Flu Vaccines,6,22.6,0,0
2024-09-01,Paracetamol,6,22.6,0,6
2024-09-02,Amoxicillin,0,13.6,0,0
2024-09-02,Bandages,0,13.6,0,4
2024-09-02,Cough Syrup,0,13.6,0,0
2024-09-02,Flu Vaccines,0,13.6,0,3
2024-09-02,Paracetamol,0,13.6,0,34
2024-09-03,Amoxicillin,1,23.7,0,25
2024-09-03,Bandages,1,23.7,0,12
2024-09-03,Cough Syrup,1,23.7,0,9
2024-09-03,Flu Vaccines,1,23.7,0,0
2024-09-03,Paracetamol,1,23.7,0,30
2024-09-04,Amoxicillin,2,16.1,0,11
2024-09-04,Bandages,2,16.1,0,12
2024-09-04,Cough Syrup,2,16.1,0,10
2024-09-04,Flu Vaccines,2,16.1,0,0
2024-09-04,Paracetamol,2,16.1,0,25
2024-09-05,Amoxicillin,3,21.9,0,13
2024-09-05,Bandages,3,21.9,0,7
2024-09-05,Cough Syrup,3,21.9,0,13
2024-09-05,Flu Vaccines,3,21.9,0,0
2024-09-05,Paracetamol,3,21.9,0,27
2024-09-06,Amoxicillin,4,18.9,0,30
2024-09-06,Bandages,4,18.9,0,11
2024-09-06,Cough Syrup,4,18.9,0,8
2024-09-06,Flu Vaccines,4,18.9,0,0
2024-09-06,Paracetamol,4,18.9,0,32
2024-09-07,Amoxicillin,5,20.7,0,4
2024-09-07,Bandages,5,20.7,0,6
2024-09-07,Cough Syrup,5,20.7,0,10
2024-09-07,Flu Vaccines,5,20.7,0,0
2024-09-07,Paracetamol,5,20.7,0,23
2024-09-08,Amoxicillin,6,17.3,0,4
2024-09-08,Bandages,6,17.3,0,1
2024-09-08,Cough Syrup,6,17.3,0,2
2024-09-08,Flu Vaccines,6,17.3,0,0
2024-09-08,Paracetamol,6,17.3,0,6
2024-09-09,Amoxicillin,0,16.1,0,20
2024-09-09,Bandages,0,16.1,0,9
2024-09-09,Cough Syrup,0,16.1,0,6
2024-09-09,Flu Vaccines,0,16.1,0,1
2024-09-09,Paracetamol,0,16.1,0,26
2024-09-10,Amoxicillin,1,32.4,0,9
2024-09-10,Bandages,1,32.4,0,9
2024-09-10,Cough Syrup,1,32.4,0,9
2024-09-10,Flu Vaccines,1,32.4,0,4
2024-09-10,Paracetamol,1,32.4,0,30
2024-09-11,Amoxicillin,2,13.6,0,17
2024-09-11,Bandages,2,13.6,0,15
2024-09-11,Cough Syrup,2,13.6,0,14
2024-09-11,Flu Vaccines,2,13.6,0,3
2024-09-11,Paracetamol,2,13.6,0,28
2024-09-12,Amoxicillin,3,23.5,0,16
2024-09-12,Bandages,3,23.5,0,7
2024-09-12,Cough Syrup,3,23.5,0,11
2024-09-12,Flu Vaccines,3,23.5,0,1
2024-09-12,Paracetamol,3,23.5,0,31
2024-09-13,Amoxicillin,4,21.0,0,21
2024-09-13,Bandages,4,21.0,0,7
2024-09-13,Cough Syrup,4,21.0,0,15
2024-09-13,Flu Vaccines,4,21.0,0,4
2024-09-13,Paracetamol,4,21.0,0,19
2024-09-14,Amoxicillin,5,7.3,0,7
2024-09-14,Bandages,5,7.3,0,3
2024-09-14,Cough Syrup,5,7.3,0,3
2024-09-14,Flu Vaccines,5,7.3,0,1
2024-09-14,Paracetamol,5,7.3,0,25
2024-09-15,Amoxicillin,6,25.0,0,3
2024-09-15,Bandages,6,25.0,0,1
2024-09-15,Cough Syrup,6,25.0,0,1
2024-09-15,Flu Vaccines,6,25.0,0,0
2024-09-15,Paracetamol,6,25.0,0,5
2024-09-16,Amoxicillin,0,29.7,0,13
2024-09-16,Bandages,0,29.7,0,6
2024-09-16,Cough Syrup,0,29.7,0,13
2024-09-16,Flu Vaccines,0,29.7,0,5
2024-09-16,Paracetamol,0,29.7,0,42
2024-09-17,Amoxicillin,1,22.4,0,14
2024-09-17,Bandages,1,22.4,0,11
2024-09-17,Cough Syrup,1,22.4,0,5
2024-09-17,Flu Vaccines,1,22.4,0,2
2024-09-17,Paracetamol,1,22.4,0,20
2024-09-18,Amoxicillin,2,17.2,0,16
2024-09-18,Bandages,2,17.2,0,6
2024-09-18,Cough Syrup,2,17.2,0,12
2024-09-18,Flu Vaccines,2,17.2,0,1
2024-09-18,Paracetamol,2,17.2,0,32
2024-09-19,Amoxicillin,3,25.2,0,8
2024-09-19,Bandages,3,25.2,0,5
2024-09-19,Cough Syrup,3,25.2,0,5
2024-09-19,Flu Vaccines,3,25.2,0,5
2024-09-19,Paracetamol,3,25.2,0,31
2024-09-20,Amoxicillin,4,23.1,0,15
2024-09-20,Bandages,4,23.1,0,11
2024-09-20,Cough Syrup,4,23.1,0,12
2024-09-20,Flu Vaccines,4,23.1,0,2
2024-09-20,Paracetamol,4,23.1,0,33
2024-09-21,Amoxicillin,5,22.5,0,8
2024-09-21,Bandages,5,22.5,0,3
2024-09-21,Cough Syrup,5,22.5,0,5
2024-09-21,Flu Vaccines,5,22.5,0,3
2024-09-21,Paracetamol,5,22.5,0,22
2024-09-22,Amoxicillin,6,26.6,0,2
2024-09-22,Bandages,6,26.6,0,1
2024-09-22,Cough Syrup,6,26.6,0,1
2024-09-22,Flu Vaccines,6,26.6,0,0
2024-09-22,Paracetamol,6,26.6,0,1
2024-09-23,Amoxicillin,0,22.0,0,15
2024-09-23,Bandages,0,22.0,0,7
2024-09-23,Cough Syrup,0,22.0,0,12
2024-09-23,Flu Vaccines,0,22.0,0,1
2024-09-23,Paracetamol,0,22.0,0,37
2024-09-24,Amoxicillin,1,24.4,0,18
2024-09-24,Bandages,1,24.4,0,10
2024-09-24,Cough Syrup,1,24.4,0,7
2024-09-24,Flu Vaccines,1,24.4,0,4
2024-09-24,Paracetamol,1,24.4,0,20
2024-09-25,Amoxicillin,2,22.2,0,24
2024-09-25,Bandages,2,22.2,0,7
2024-09-25,Cough Syrup,2,22.2,0,9
2024-09-25,Flu Vaccines,2,22.2,0,1
2024-09-25,Paracetamol,2,22.2,0,27
2024-09-26,Amoxicillin,3,24.8,0,6
2024-09-26,Bandages,3,24.8,0,13
2024-09-26,Cough Syrup,3,24.8,0,13
2024-09-26,Flu Vaccines,3,24.8,0,0
2024-09-26,Paracetamol,3,24.8,0,19
2024-09-27,Amoxicillin,4,19.4,0,14
2024-09-27,Bandages,4,19.4,0,8
2024-09-27,Cough Syrup,4,19.4,0,6
2024-09-27,Flu Vaccines,4,19.4,0,4
2024-09-27,Paracetamol,4,19.4,0,30
2024-09-28,Amoxicillin,5,25.9,0,10
2024-09-28,Bandages,5,25.9,0,6
2024-09-28,Cough Syrup,5,25.9,0,0
2024-09-28,Flu Vaccines,5,25.9,0,2
2024-09-28,Paracetamol,5,25.9,0,19
2024-09-29,Amoxicillin,6,16.1,0,1
2024-09-29,Bandages,6,16.1,0,2
2024-09-29,Cough Syrup,6,16.1,0,1
2024-09-29,Flu Vaccines,6,16.1,0,0
2024-09-29,Paracetamol,6,16.1,0,7
2024-09-30,Amoxicillin,0,29.7,0,21
2024-09-30,Bandages,0,29.7,0,3
2024-09-30,Cough Syrup,0,29.7,0,10
2024-09-30,Flu Vaccines,0,29.7,0,3
2024-09-30,Paracetamol,0,29.7,0,46
2024-10-01,Amoxicillin,1,18.5,0,10
2024-10-01,Bandages,1,18.5,0,9
2024-10-01,Cough Syrup,1,18.5,0,10
2024-10-01,Flu Vaccines,1,18.5,0,1
2024-10-01,Paracetamol,1,18.5,0,51
2024-10-02,Amoxicillin,2,20.3,0,23
2024-10-02,Bandages,2,20.3,0,4
2024-10-02,Cough Syrup,2,20.3,0,7
2024-10-02,Flu Vaccines,2,20.3,0,2
2024-10-02,Paracetamol,2,20.3,0,23
2024-10-03,Amoxicillin,3,16.3,0,14
2024-10-03,Bandages,3,16.3,0,7
2024-10-03,Cough Syrup,3,16.3,0,4
2024-10-03,Flu Vaccines,3,16.3,0,0
2024-10-03,Paracetamol,3,16.3,0,25
2024-10-04,Amoxicillin,4,11.0,0,18
2024-10-04,Bandages,4,11.0,0,5
2024-10-04,Cough Syrup,4,11.0,0,8
2024-10-04,Flu Vaccines,4,11.0,0,0
2024-10-04,Paracetamol,4,11.0,0,30
2024-10-05,Amoxicillin,5,21.9,0,13
2024-10-05,Bandages,5,21.9,0,6
2024-10-05,Cough Syrup,5,21.9,0,5
2024-10-05,Flu Vaccines,5,21.9,0,1
2024-10-05,Paracetamol,5,21.9,0,6
2024-10-06,Amoxicillin,6,21.3,0,2
2024-10-06,Bandages,6,21.3,0,1
2024-10-06,Cough Syrup,6,21.3,0,2
2024-10-06,Flu Vaccines,6,21.3,0,0
2024-10-06,Paracetamol,6,21.3,0,5
2024-10-07,Amoxicillin,0,31.4,0,14
2024-10-07,Bandages,0,31.4,0,3
2024-10-07,Cough Syrup,0,31.4,0,2
2024-10-07,Flu Vaccines,0,31.4,0,0
2024-10-07,Paracetamol,0,31.4,0,22
2024-10-08,Amoxicillin,1,21.6,0,17
2024-10-08,Bandages,1,21.6,0,8
2024-10-08,Cough Syrup,1,21.6,0,8
2024-10-08,Flu Vaccines,1,21.6,0,3
2024-10-08,Paracetamol,1,21.6,0,14
2024-10-09,Amoxicillin,2,29.7,0,19
2024-10-09,Bandages,2,29.7,0,5
2024-10-09,Cough Syrup,2,29.7,0,1
2024-10-09,Flu Vaccines,2,29.7,0,0
2024-10-09,Paracetamol,2,29.7,0,27
2024-10-10,Amoxicillin,3,18.7,0,10
2024-10-10,Bandages,3,18.7,0,6
2024-10-10,Cough Syrup,3,18.7,0,9
2024-10-10,Flu Vaccines,3,18.7,0,2
2024-10-10,Paracetamol,3,18.7,0,28
2024-10-11,Amoxicillin,4,21.0,0,17
2024-10-11,Bandages,4,21.0,0,8
2024-10-11,Cough Syrup,4,21.0,0,9
2024-10-11,Flu Vaccines,4,21.0,0,4
2024-10-11,Paracetamol,4,21.0,0,19
2024-10-12,Amoxicillin,5,24.2,0,9
2024-10-12,Bandages,5,24.2,0,5
2024-10-12,Cough Syrup,5,24.2,0,4
2024-10-12,Flu Vaccines,5,24.2,0,1
2024-10-12,Paracetamol,5,24.2,0,23
2024-10-13,Amoxicillin,6,13.1,0,3
2024-10-13,Bandages,6,13.1,0,0
2024-10-13,Cough Syrup,6,13.1,0,1
2024-10-13,Flu Vaccines,6,13.1,0,0
2024-10-13,Paracetamol,6,13.1,0,5
2024-10-14,Amoxicillin,0,16.7,0,15
2024-10-14,Bandages,0,16.7,0,5
2024-10-14,Cough Syrup,0,16.7,0,15
2024-10-14,Flu Vaccines,0,16.7,0,0
2024-10-14,Paracetamol,0,16.7,0,31
2024-10-15,Amoxicillin,1,25.8,0,17
2024-10-15,Bandages,1,25.8,0,10
2024-10-15,Cough Syrup,1,25.8,0,5
2024-10-15,Flu Vaccines,1,25.8,0,5
2024-10-15,Paracetamol,1,25.8,0,23
2024-10-16,Amoxicillin,2,26.0,0,11
2024-10-16,Bandages,2,26.0,0,8
2024-10-16,Cough Syrup,2,26.0,0,11
2024-10-16,Flu Vaccines,2,26.0,0,1
2024-10-16,Paracetamol,2,26.0,0,43
2024-10-17,Amoxicillin,3,19.2,0,19
2024-10-17,Bandages,3,19.2,0,3
2024-10-17,Cough Syrup,3,19.2,0,15
2024-10-17,Flu Vaccines,3,19.2,0,0
2024-10-17,Paracetamol,3,19.2,0,37
2024-10-18,Amoxicillin,4,26.2,0,20
2024-10-18,Bandages,4,26.2,0,7
2024-10-18,Cough Syrup,4,26.2,0,5
2024-10-18,Flu Vaccines,4,26.2,0,1
2024-10-18,Paracetamol,4,26.2,0,19
2024-10-19,Amoxicillin,5,18.2,0,11
2024-10-19,Bandages,5,18.2,0,4
2024-10-19,Cough Syrup,5,18.2,0,4
2024-10-19,Flu Vaccines,5,18.2,0,2
2024-10-19,Paracetamol,5,18.2,0,25
2024-10-20,Amoxicillin,6,9.9,0,2
2024-10-20,Bandages,6,9.9,0,1
2024-10-20,Cough Syrup,6,9.9,0,1
2024-10-20,Flu Vaccines,6,9.9,0,1
2024-10-20,Paracetamol,6,9.9,0,7
2024-10-21,Amoxicillin,0,19.8,0,16
2024-10-21,Bandages,0,19.8,0,7
2024-10-21,Cough Syrup,0,19.8,0,8
2024-10-21,Flu Vaccines,0,19.8,0,2
2024-10-21,Paracetamol,0,19.8,0,21
2024-10-22,Amoxicillin,1,23.3,0,15
2024-10-22,Bandages,1,23.3,0,6
2024-10-22,Cough Syrup,1,23.3,0,9
2024-10-22,Flu Vaccines,1,23.3,0,1
2024-10-22,Paracetamol,1,23.3,0,25
2024-10-23,Amoxicillin,2,18.4,0,22
2024-10-23,Bandages,2,18.4,0,6
2024-10-23,Cough Syrup,2,18.4,0,12
2024-10-23,Flu Vaccines,2,18.4,0,1
2024-10-23,Paracetamol,2,18.4,0,35
2024-10-24,Amoxicillin,3,27.0,0,16
2024-10-24,Bandages,3,27.0,0,4
2024-10-24,Cough Syrup,3,27.0,0,3
2024-10-24,Flu Vaccines,3,27.0,0,2
2024-10-24,Paracetamol,3,27.0,0,28
2024-10-25,Amoxicillin,4,12.8,0,15
2024-10-25,Bandages,4,12.8,0,9
2024-10-25,Cough Syrup,4,12.8,0,12
2024-10-25,Flu Vaccines,4,12.8,0,6
2024-10-25,Paracetamol,4,12.8,0,47
2024-10-26,Amoxicillin,5,9.2,0,7
2024-10-26,Bandages,5,9.2,0,3
2024-10-26,Cough Syrup,5,9.2,0,5
2024-10-26,Flu Vaccines,5,9.2,0,0
2024-10-26,Paracetamol,5,9.2,0,13
2024-10-27,Amoxicillin,6,8.1,0,3
2024-10-27,Bandages,6,8.1,0,1
2024-10-27,Cough Syrup,6,8.1,0,3
2024-10-27,Flu Vaccines,6,8.1,0,0
2024-10-27,Paracetamol,6,8.1,0,3
2024-10-28,Amoxicillin,0,4.8,0,13
2024-10-28,Bandages,0,4.8,0,9
2024-10-28,Cough Syrup,0,4.8,0,5
2024-10-28,Flu Vaccines,0,4.8,0,5
2024-10-28,Paracetamol,0,4.8,0,41
2024-10-29,Amoxicillin,1,17.2,0,14
2024-10-29,Bandages,1,17.2,0,9
2024-10-29,Cough Syrup,1,17.2,0,11
2024-10-29,Flu Vaccines,1,17.2,0,0
2024-10-29,Paracetamol,1,17.2,0,56
2024-10-30,Amoxicillin,2,26.5,0,15
2024-10-30,Bandages,2,26.5,0,6
2024-10-30,Cough Syrup,2,26.5,0,11
2024-10-30,Flu Vaccines,2,26.5,0,1
2024-10-30,Paracetamol,2,26.5,0,33
2024-10-31,Amoxicillin,3,23.7,0,13
2024-10-31,Bandages,3,23.7,0,7
2024-10-31,Cough Syrup,3,23.7,0,14
2024-10-31,Flu Vaccines,3,23.7,0,1
2024-10-31,Paracetamol,3,23.7,0,33
2024-11-01,Amoxicillin,4,1.1,1,21
2024-11-01,Bandages,4,1.1,1,17
2024-11-01,Cough Syrup,4,1.1,1,19
2024-11-01,Flu Vaccines,4,1.1,1,22
2024-11-01,Paracetamol,4,1.1,1,20
2024-11-02,Amoxicillin,5,15.3,1,9
2024-11-02,Bandages,5,15.3,1,4
2024-11-02,Cough Syrup,5,15.3,1,18
2024-11-02,Flu Vaccines,5,15.3,1,18
2024-11-02,Paracetamol,5,15.3,1,17
2024-11-03,Amoxicillin,6,9.0,1,2
2024-11-03,Bandages,6,9.0,1,1
2024-11-03,Cough Syrup,6,9.0,1,3
2024-11-03,Flu Vaccines,6,9.0,1,6
2024-11-03,Paracetamol,6,9.0,1,5
2024-11-04,Amoxicillin,0,9.9,1,13
2024-11-04,Bandages,0,9.9,1,3
2024-11-04,Cough Syrup,0,9.9,1,21
2024-11-04,Flu Vaccines,0,9.9,1,25
2024-11-04,Paracetamol,0,9.9,1,41
2024-11-05,Amoxicillin,1,6.9,1,19
2024-11-05,Bandages,1,6.9,1,9
2024-11-05,Cough Syrup,1,6.9,1,23
2024-11-05,Flu Vaccines,1,6.9,1,31
2024-11-05,Paracetamol,1,6.9,1,39
2024-11-06,Amoxicillin,2,14.0,1,18
2024-11-06,Bandages,2,14.0,1,5
2024-11-06,Cough Syrup,2,14.0,1,29
2024-11-06,Flu Vaccines,2,14.0,1,30
2024-11-06,Paracetamol,2,14.0,1,41
2024-11-07,Amoxicillin,3,9.2,1,11
2024-11-07,Bandages,3,9.2,1,8
2024-11-07,Cough Syrup,3,9.2,1,14
2024-11-07,Flu Vaccines,3,9.2,1,22
2024-11-07,Paracetamol,3,9.2,1,23
2024-11-08,Amoxicillin,4,10.0,1,10
2024-11-08,Bandages,4,10.0,1,5
2024-11-08,Cough Syrup,4,10.0,1,18
2024-11-08,Flu Vaccines,4,10.0,1,20
2024-11-08,Paracetamol,4,10.0,1,36
2024-11-09,Amoxicillin,5,14.1,1,8
2024-11-09,Bandages,5,14.1,1,5
2024-11-09,Cough Syrup,5,14.1,1,12
2024-11-09,Flu Vaccines,5,14.1,1,15
2024-11-09,Paracetamol,5,14.1,1,16
2024-11-10,Amoxicillin,6,16.8,1,1
2024-11-10,Bandages,6,16.8,1,1
2024-11-10,Cough Syrup,6,16.8,1,6
2024-11-10,Flu Vaccines,6,16.8,1,7
2024-11-10,Paracetamol,6,16.8,1,0
2024-11-11,Amoxicillin,0,14.0,1,10
2024-11-11,Bandages,0,14.0,1,6
2024-11-11,Cough Syrup,0,14.0,1,38
2024-11-11,Flu Vaccines,0,14.0,1,33
2024-11-11,Paracetamol,0,14.0,1,34
2024-11-12,Amoxicillin,1,9.9,1,6
2024-11-12,Bandages,1,9.9,1,11
2024-11-12,Cough Syrup,1,9.9,1,21
2024-11-12,Flu Vaccines,1,9.9,1,23
2024-11-12,Paracetamol,1,9.9,1,23
2024-11-13,Amoxicillin,2,10.0,1,14
2024-11-13,Bandages,2,10.0,1,7
2024-11-13,Cough Syrup,2,10.0,1,18
2024-11-13,Flu Vaccines,2,10.0,1,31
2024-11-13,Paracetamol,2,10.0,1,26
2024-11-14,Amoxicillin,3,3.3,1,10
2024-11-14,Bandages,3,3.3,1,7
2024-11-14,Cough Syrup,3,3.3,1,30
2024-11-14,Flu Vaccines,3,3.3,1,30
2024-11-14,Paracetamol,3,3.3,1,25
2024-11-15,Amoxicillin,4,12.0,1,14
2024-11-15,Bandages,4,12.0,1,10
2024-11-15,Cough Syrup,4,12.0,1,31
2024-11-15,Flu Vaccines,4,12.0,1,13
2024-11-15,Paracetamol,4,12.0,1,32
2024-11-16,Amoxicillin,5,14.8,1,12
2024-11-16,Bandages,5,14.8,1,6
2024-11-16,Cough Syrup,5,14.8,1,16
2024-11-16,Flu Vaccines,5,14.8,1,14
2024-11-16,Paracetamol,5,14.8,1,18
2024-11-17,Amoxicillin,6,9.3,1,2
2024-11-17,Bandages,6,9.3,1,0
2024-11-17,Cough Syrup,6,9.3,1,2
2024-11-17,Flu Vaccines,6,9.3,1,4
2024-11-17,Paracetamol,6,9.3,1,6
2024-11-18,Amoxicillin,0,7.5,1,14
2024-11-18,Bandages,0,7.5,1,4
2024-11-18,Cough Syrup,0,7.5,1,29
2024-11-18,Flu Vaccines,0,7.5,1,31
2024-11-18,Paracetamol,0,7.5,1,25
2024-11-19,Amoxicillin,1,15.2,1,14
2024-11-19,Bandages,1,15.2,1,5
2024-11-19,Cough Syrup,1,15.2,1,30
2024-11-19,Flu Vaccines,1,15.2,1,17
2024-11-19,Paracetamol,1,15.2,1,36
2024-11-20,Amoxicillin,2,5.7,1,20
2024-11-20,Bandages,2,5.7,1,9
2024-11-20,Cough Syrup,2,5.7,1,25
2024-11-20,Flu Vaccines,2,5.7,1,25
2024-11-20,Paracetamol,2,5.7,1,18
2024-11-21,Amoxicillin,3,7.3,1,14
2024-11-21,Bandages,3,7.3,1,5
2024-11-21,Cough Syrup,3,7.3,1,21
2024-11-21,Flu Vaccines,3,7.3,1,28
2024-11-21,Paracetamol,3,7.3,1,30
2024-11-22,Amoxicillin,4,-2.8,1,14
2024-11-22,Bandages,4,-2.8,1,9
2024-11-22,Cough Syrup,4,-2.8,1,24
2024-11-22,Flu Vaccines,4,-2.8,1,28
2024-11-22,Paracetamol,4,-2.8,1,54
2024-11-23,Amoxicillin,5,4.1,1,12
2024-11-23,Bandages,5,4.1,1,5
2024-11-23,Cough Syrup,5,4.1,1,17
2024-11-23,Flu Vaccines,5,4.1,1,18
2024-11-23,Paracetamol,5,4.1,1,22
2024-11-24,Amoxicillin,6,8.2,1,2
2024-11-24,Bandages,6,8.2,1,1
2024-11-24,Cough Syrup,6,8.2,1,3
2024-11-24,Flu Vaccines,6,8.2,1,4
2024-11-24,Paracetamol,6,8.2,1,6
2024-11-25,Amoxicillin,0,10.9,1,16
2024-11-25,Bandages,0,10.9,1,3
2024-11-25,Cough Syrup,0,10.9,1,21
2024-11-25,Flu Vaccines,0,10.9,1,21
2024-11-25,Paracetamol,0,10.9,1,27
2024-11-26,Amoxicillin,1,9.1,1,23
2024-11-26,Bandages,1,9.1,1,7
2024-11-26,Cough Syrup,1,9.1,1,20
2024-11-26,Flu Vaccines,1,9.1,1,21
2024-11-26,Paracetamol,1,9.1,1,30
2024-11-27,Amoxicillin,2,16.4,1,17
2024-11-27,Bandages,2,16.4,1,4
2024-11-27,Cough Syrup,2,16.4,1,37
2024-11-27,Flu Vaccines,2,16.4,1,29
2024-11-27,Paracetamol,2,16.4,1,18
2024-11-28,Amoxicillin,3,5.9,1,8
2024-11-28,Bandages,3,5.9,1,8
2024-11-28,Cough Syrup,3,5.9,1,23
2024-11-28,Flu Vaccines,3,5.9,1,32
2024-11-28,Paracetamol,3,5.9,1,27
2024-11-29,Amoxicillin,4,5.8,1,25
2024-11-29,Bandages,4,5.8,1,6
2024-11-29,Cough Syrup,4,5.8,1,24
2024-11-29,Flu Vaccines,4,5.8,1,37
2024-11-29,Paracetamol,4,5.8,1,13
2024-11-30,Amoxicillin,5,9.1,1,13
2024-11-30,Bandages,5,9.1,1,5
2024-11-30,Cough Syrup,5,9.1,1,13
2024-11-30,Flu Vaccines,5,9.1,1,13
2024-11-30,Paracetamol,5,9.1,1,4
2024-12-01,Amoxicillin,6,2.0,1,3
2024-12-01,Bandages,6,2.0,1,1
2024-12-01,Cough Syrup,6,2.0,1,4
2024-12-01,Flu Vaccines,6,2.0,1,5
2024-12-01,Paracetamol,6,2.0,1,10
2024-12-02,Amoxicillin,0,6.8,1,17
2024-12-02,Bandages,0,6.8,1,9
2024-12-02,Cough Syrup,0,6.8,1,15
2024-12-02,Flu Vaccines,0,6.8,1,30
2024-12-02,Paracetamol,0,6.8,1,48
2024-12-03,Amoxicillin,1,17.4,1,16
2024-12-03,Bandages,1,17.4,1,6
2024-12-03,Cough Syrup,1,17.4,1,31
2024-12-03,Flu Vaccines,1,17.4,1,20
2024-12-03,Paracetamol,1,17.4,1,26
2024-12-04,Amoxicillin,2,7.6,1,16
2024-12-04,Bandages,2,7.6,1,6
2024-12-04,Cough Syrup,2,7.6,1,22
2024-12-04,Flu Vaccines,2,7.6,1,37
2024-12-04,Paracetamol,2,7.6,1,25
2024-12-05,Amoxicillin,3,13.7,1,14
2024-12-05,Bandages,3,13.7,1,11
2024-12-05,Cough Syrup,3,13.7,1,13
2024-12-05,Flu Vaccines,3,13.7,1,36
2024-12-05,Paracetamol,3,13.7,1,23
2024-12-06,Amoxicillin,4,6.6,1,18
2024-12-06,Bandages,4,6.6,1,5
2024-12-06,Cough Syrup,4,6.6,1,27
2024-12-06,Flu Vaccines,4,6.6,1,22
2024-12-06,Paracetamol,4,6.6,1,10
2024-12-07,Amoxicillin,5,8.0,1,11
2024-12-07,Bandages,5,8.0,1,4
2024-12-07,Cough Syrup,5,8.0,1,16
2024-12-07,Flu Vaccines,5,8.0,1,22
2024-12-07,Paracetamol,5,8.0,1,18
2024-12-08,Amoxicillin,6,5.5,1,1
2024-12-08,Bandages,6,5.5,1,1
